I,Mouser Part Number,Mfr Part Number,Mfr.,Datasheet,Availability,Pricing,RoHS,Lifecycle,Product Detail,IP Rating,Product,Contact Gender,Termination Style,UID
3374,654-RTS010N3W3P03,RTS010N3W3P03,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RTS010N3W3P03.pdf,189  In Stock,$6.64,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RTS010N3W3P03?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6ohLD7hC%252B9ZY4Z7%252BXleJdDw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RTS010N3W3P03&utm_content=Amphenol-SINE-Systems,"IP69K, IP67",Connectors,Without Pin Contacts,Crimp,365
3379,649-JBXFD0G04MWSDSMR,JBXFD0G04MWSDSMR,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$27.07,,,https://www.mouser.com/ProductDetail/Souriau/JBXFD0G04MWSDSMR?qs=sGAEpiMZZMvwyOPDUMfDH4tUQO4J5ugOi5ahOO0pyaQ%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXFD0G04MWSDSMR&utm_content=Souriau,IP40,Connectors,Pin (Male),-,115
3380,649-JBXFD2G18FWSDSR,JBXFD2G18FWSDSR,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$72.47,,,https://www.mouser.com/ProductDetail/Souriau/JBXFD2G18FWSDSR?qs=sGAEpiMZZMvwyOPDUMfDH4tUQO4J5ugObY2CvWMMrmg%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXFD2G18FWSDSR&utm_content=Souriau,IP40,Connectors,Socket (Female),-,115
3381,649-JBXPC0G04MWSDSMR,JBXPC0G04MWSDSMR,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$28.60,,,https://www.mouser.com/ProductDetail/Souriau/JBXPC0G04MWSDSMR?qs=sGAEpiMZZMvwyOPDUMfDH4tUQO4J5ugOKC6NccfrgQY%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXPC0G04MWSDSMR&utm_content=Souriau,IP40,Connectors,Pin (Male),-,115
3384,649-JBXSA2G12FWSDSMR,JBXSA2G12FWSDSMR,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$59.58,,,https://www.mouser.com/ProductDetail/Souriau/JBXSA2G12FWSDSMR?qs=sGAEpiMZZMvwyOPDUMfDHzVKiy4GiXF%2F7cRq5vz%2F1zQ%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXSA2G12FWSDSMR&utm_content=Souriau,IP40,Connectors,Socket (Female),-,115
3385,649-JBXEC2G07F4S3C,JBXEC2G07F4S3C,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$36.80,,,https://www.mouser.com/ProductDetail/Souriau/JBXEC2G07F4S3C?qs=sGAEpiMZZMvwyOPDUMfDHzVKiy4GiXF%2FxFRa27jvQKM%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXEC2G07F4S3C&utm_content=Souriau,IP68,Connectors,Socket (Female),-,115
3388,649-JBXFD1G06MWSDSR,JBXFD1G06MWSDSR,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$35.95,,,https://www.mouser.com/ProductDetail/Souriau/JBXFD1G06MWSDSR?qs=sGAEpiMZZMvwyOPDUMfDH4tUQO4J5ugOGwn8XRaNrv8%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXFD1G06MWSDSR&utm_content=Souriau,IP40,Connectors,Pin (Male),-,115
3389,649-JBXFD2G19FWSDSMR,JBXFD2G19FWSDSMR,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$74.83,,,https://www.mouser.com/ProductDetail/Souriau/JBXFD2G19FWSDSMR?qs=sGAEpiMZZMvwyOPDUMfDH4tUQO4J5ugO4F5JsdDJ%252BnY%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXFD2G19FWSDSMR&utm_content=Souriau,IP40,Connectors,Socket (Female),-,115
3390,654-LPT02SE128P027LC,LPT02SE-12-8P(027)(LC),Amphenol Industrial,https://www.mouser.com/datasheet/2/18/1/IDS-97_LPT-1315098.pdf,Non-Stocked,$8.35,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-Industrial/LPT02SE-12-8P027LC?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo4nsuT7vCyWxDeEyoyMtROPg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=LPT02SE-12-8P%28027%29%28LC%29&utm_content=Amphenol-Industrial,IP67,Connectors,Without Pin Contacts,-,145
3391,654-LPT02SE2041P072L,LPT02SE-20-41P(072)(LC),Amphenol Industrial,https://www.mouser.com/datasheet/2/18/1/IDS-97_LPT-1315098.pdf,Non-Stocked,$10.16,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-Industrial/LPT02SE-20-41P072LC?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo4%252B%252B7ghD7XnZnD8YXmH6kuyA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=LPT02SE-20-41P%28072%29%28LC%29&utm_content=Amphenol-Industrial,IP67,Connectors,Without Pin Contacts,-,145
3392,654-LPT06SE-84S072LC,LPT06SE-8-4S(072)(LC),Amphenol Industrial,https://www.mouser.com/datasheet/2/18/1/IDS-97_LPT-1315098.pdf,67  In Stock,$13.62,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-Industrial/LPT06SE-8-4S072LC?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo4jdCjOZUUqgH0IJ9rgBgWZA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=LPT06SE-8-4S%28072%29%28LC%29&utm_content=Amphenol-Industrial,IP67,Connectors,Without Socket Contacts,-,145
3394,502-6295P-W,6295P-W,Conxall / Switchcraft,https://www.switchcraft.com/ProductSummary.aspx?Parent=866,100  In Stock,$5.02,,,https://www.mouser.com/ProductDetail/Conxall-Switchcraft/6295P-W?qs=sGAEpiMZZMvwyOPDUMfDH%252BXSTMbzn5JbC60Z9wHCICk%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=6295P-W&utm_content=Conxall-%2F-Switchcraft,IP67,Accessories,-,-,419
3398,649-JBXFD0G7M1E360J2,JBXFD0G07M1E360J2,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$10.52,,,https://www.mouser.com/ProductDetail/Souriau/JBXFD0G07M1E360J2?qs=sGAEpiMZZMvwyOPDUMfDHzVKiy4GiXF%2FMVB9l9gBFaI%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXFD0G07M1E360J2&utm_content=Souriau,IP40,Connectors,Pin (Male),-,115
3399,649-JBXSA0G05FWSDSR,JBXSA0G05FWSDSR,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$36.56,,,https://www.mouser.com/ProductDetail/Souriau/JBXSA0G05FWSDSR?qs=sGAEpiMZZMvwyOPDUMfDHzVKiy4GiXF%2FySrxVqibsIU%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXSA0G05FWSDSR&utm_content=Souriau,IP40,Connectors,Socket (Female),-,115
3407,649-JBXER2A08FCNDSR,JBXER2A08FCNDSR,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$44.26,,,https://www.mouser.com/ProductDetail/Souriau/JBXER2A08FCNDSR?qs=sGAEpiMZZMvwyOPDUMfDHzVKiy4GiXF%2Ft5TsvjM4buI%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXER2A08FCNDSR&utm_content=Souriau,IP40,Connectors,Socket (Female),Crimp,115
3409,394-G33KACP16NFH200L,G33KAC-P16NFH2-000L,ODU,https://www.mouser.com/datasheet/2/941/odu_mini_snap_l_k_b_series_catalog-3044119.pdf,5  In Stock,$146.97,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/ODU/G33KAC-P16NFH2-000L?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6CTlf8udEOWyKMvopN66WRw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=G33KAC-P16NFH2-000L&utm_content=ODU,IP50,Connectors,Socket (Female),Crimp,491
3410,394-SB3KACP16PFH2950,SB3KAC-P16PFH2-950S,ODU,https://www.mouser.com/datasheet/2/941/odu_mini_snap_l_k_b_series_catalog-3044119.pdf,5  In Stock,$169.27,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/ODU/SB3KAC-P16PFH2-950S?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6vnmC4NCNrjKDqQapbHxMzw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=SB3KAC-P16PFH2-950S&utm_content=ODU,IP50,Connectors,Pin (Male),Crimp,491
3411,649-JBXFD1A02MCSDSR,JBXFD1A02MCSDSR,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$37.91,,,https://www.mouser.com/ProductDetail/Souriau/JBXFD1A02MCSDSR?qs=sGAEpiMZZMvwyOPDUMfDH4tUQO4J5ugOLCDflWcuShw%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXFD1A02MCSDSR&utm_content=Souriau,IP40,Connectors,Pin (Male),Crimp,115
3414,649-JBXFD2J02FCSDSMR,JBXFD2J02FCSDSMR,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$36.51,,,https://www.mouser.com/ProductDetail/Souriau/JBXFD2J02FCSDSMR?qs=sGAEpiMZZMvwyOPDUMfDH4tUQO4J5ugONmZ8bGMKRo0%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXFD2J02FCSDSMR&utm_content=Souriau,IP40,Connectors,Socket (Female),Crimp,115
3415,649-JBXFD2J06FCSDSMR,JBXFD2J06FCSDSMR,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$45.55,,,https://www.mouser.com/ProductDetail/Souriau/JBXFD2J06FCSDSMR?qs=sGAEpiMZZMvwyOPDUMfDH4tUQO4J5ugOBfPbUGjQmV4%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXFD2J06FCSDSMR&utm_content=Souriau,IP40,Connectors,Socket (Female),Crimp,115
3416,649-JBXFD2J10MCSDSR,JBXFD2J10MCSDSR,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$48.31,,,https://www.mouser.com/ProductDetail/Souriau/JBXFD2J10MCSDSR?qs=sGAEpiMZZMvwyOPDUMfDH4tUQO4J5ugOwuVl4MILU%252B4%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXFD2J10MCSDSR&utm_content=Souriau,IP40,Connectors,Pin (Male),Crimp,115
3418,649-JBXFD2J08FCSDSMR,JBXFD2J08FCSDSMR,Souriau,https://ipaper.ipapercms.dk/SOURIAU/JBXSeries/,Non-Stocked,$50.63,,,https://www.mouser.com/ProductDetail/Souriau/JBXFD2J08FCSDSMR?qs=sGAEpiMZZMvwyOPDUMfDH4tUQO4J5ugOMH%2FAIg6%252BRT4%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JBXFD2J08FCSDSMR&utm_content=Souriau,IP40,Connectors,Socket (Female),Crimp,115
3425,649-UTGX712D8P32,UTGX712D8P32,Souriau,https://www.mouser.com/datasheet/2/379/utgx0002ac-1955146.pdf,Non-Stocked Lead-Time 8 Weeks,$28.35,RoHS Compliant,,https://www.mouser.com/ProductDetail/Souriau/UTGX712D8P32?qs=sGAEpiMZZMvwyOPDUMfDHzZQzxlTPl6n%252B53Dyg0%2FTM1l4E%2F30gye9Q%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=UTGX712D8P32&utm_content=Souriau,"IP65, IP67, IP69K",Receptacles,Pin (Male),Solder,519
3452,654-RT616DCG,RT616DCG,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RT616DC.pdf,239  In Stock,$16.12,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RT616DCG?qs=sGAEpiMZZMvwyOPDUMfDH3QFH%2F4Fm5s%252BVIWb0yoRMO%2F2aEVUX04BgQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RT616DCG&utm_content=Amphenol-SINE-Systems,IP67,Accessories,-,-,185
3455,654-RT06188SNH,RT06188SNH,Amphenol SINE Systems,https://www.amphenol-sine.com/pdf/datasheet/RT06188SNH.pdf,90  In Stock,$19.12,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-SINE-Systems/RT06188SNH?qs=sGAEpiMZZMvwyOPDUMfDHyvgnm3PWuRjpR6dzatKK5c%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=RT06188SNH&utm_content=Amphenol-SINE-Systems,IP67,Plugs,Socket (Female),-,187
3460,654-LPT02SE1419P023L,LPT02SE-14-19P(023)(LC),Amphenol Industrial,https://www.mouser.com/datasheet/2/18/1/IDS-97_LPT-1315098.pdf,99  In Stock,$16.44,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-Industrial/LPT02SE-14-19P023LC?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo4lnfD2APL9F9Sf1Oxd5GIag%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=LPT02SE-14-19P%28023%29%28LC%29&utm_content=Amphenol-Industrial,IP67,Connectors,Without Pin Contacts,-,145
3461,523-VENT-PS1YGYN8001,VENT-PS1YGY-N8001,Amphenol LTW,https://www.mouser.com/datasheet/2/18/1/VENT_PS1XXX_XXXXX-2940426.pdf,"1,169  In Stock",$3.26,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-LTW/VENT-PS1YGY-N8001?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo4U2hRTdLRacWXHbHwcQ27ow%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=VENT-PS1YGY-N8001&utm_content=Amphenol-LTW,IP68,,-,-,155
3467,798-JR13WCCA872,JR13WCCA-8(72),Hirose Connector,https://www.mouser.com/datasheet/2/185/JR13WCCA_8_72__CL0114_2073_6_72_2DDrawing_00009637-1618604.pdf,438  In Stock,$8.06,RoHS Compliant,,https://www.mouser.com/ProductDetail/Hirose-Connector/JR13WCCA-872?qs=sGAEpiMZZMvwyOPDUMfDHwQnl7rU8kXuTZfHazc1JZw%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=JR13WCCA-8%2872%29&utm_content=Hirose-Connector,IP68,Accessories,-,-,199
3474,523-VENT-PS1NGYN8001,VENT-PS1NGY-N8001,Amphenol LTW,https://www.mouser.com/datasheet/2/18/1/VENT_PS1XXX_XXXXX-2940426.pdf,"2,621  In Stock",$2.59,RoHS Compliant,,https://www.mouser.com/ProductDetail/Amphenol-LTW/VENT-PS1NGY-N8001?qs=sGAEpiMZZMvwyOPDUMfDH11D%2FviRRGo4aTMlqoUPCy%2FHiIcnpr00pQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=VENT-PS1NGY-N8001&utm_content=Amphenol-LTW,IP68,Hardware,,-,155
3475,394-GK1LACP07NFG200L,GK1LAC-P07NFG2-000L,ODU,https://www.mouser.com/datasheet/2/941/odu_mini_snap_l_k_b_series_catalog-3044119.pdf,5  In Stock,$54.75,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/ODU/GK1LAC-P07NFG2-000L?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6q8KQKyJ1zjtiVFipnersDA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GK1LAC-P07NFG2-000L&utm_content=ODU,IP50,Connectors,Socket (Female),Crimp,491
3476,394-G42KACP08NMM200L,G42KAC-P08NMM2-000L,ODU,https://www.mouser.com/datasheet/2/941/odu_mini_snap_l_k_b_series_catalog-3044119.pdf,5  In Stock,$109.17,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/ODU/G42KAC-P08NMM2-000L?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6uC%252B7hXKNytKiBnWWdIjEhg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=G42KAC-P08NMM2-000L&utm_content=ODU,IP50,Connectors,Socket (Female),Crimp,491
3477,394-G42KACP12NFG200L,G42KAC-P12NFG2-000L,ODU,https://www.mouser.com/datasheet/2/941/odu_mini_snap_l_k_b_series_catalog-3044119.pdf,5  In Stock,$120.64,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/ODU/G42KAC-P12NFG2-000L?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS68Qy%252BwgJJeOyKF4QFyGoAkQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=G42KAC-P12NFG2-000L&utm_content=ODU,IP50,Connectors,Socket (Female),Crimp,491
3478,394-GK2LACP08NMM200L,GK2LAC-P08NMM2-000L,ODU,https://www.mouser.com/datasheet/2/941/odu_mini_snap_l_k_b_series_catalog-3044119.pdf,5  In Stock,$93.35,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/ODU/GK2LAC-P08NMM2-000L?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6%252B3e423wY2%252BsW0v%2F%252BJiqHBQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GK2LAC-P08NMM2-000L&utm_content=ODU,IP50,Connectors,Socket (Female),Crimp,491
3479,394-G33KACP16NFH200L,G33KAC-P16NFH2-000L,ODU,https://www.mouser.com/datasheet/2/941/odu_mini_snap_l_k_b_series_catalog-3044119.pdf,5  In Stock,$146.97,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/ODU/G33KAC-P16NFH2-000L?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6CTlf8udEOWyKMvopN66WRw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=G33KAC-P16NFH2-000L&utm_content=ODU,IP50,Connectors,Socket (Female),Crimp,491
3480,394-SB2KACP12PFG2750,SB2KAC-P12PFG2-750S,ODU,https://www.mouser.com/datasheet/2/941/odu_mini_snap_l_k_b_series_catalog-3044119.pdf,5  In Stock,$135.43,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/ODU/SB2KAC-P12PFG2-750S?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6JohPH0gcNZEOYh5jXeV%252B4w%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=SB2KAC-P12PFG2-750S&utm_content=ODU,IP50,Connectors,Pin (Male),Crimp,491
3481,394-G41KACP07NFG200L,G41KAC-P07NFG2-000L,ODU,https://www.mouser.com/datasheet/2/941/odu_mini_snap_l_k_b_series_catalog-3044119.pdf,5  In Stock,$61.79,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/ODU/G41KAC-P07NFG2-000L?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6hnojPAGtSs7%252BgROesh2QIg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=G41KAC-P07NFG2-000L&utm_content=ODU,IP50,Connectors,Socket (Female),Crimp,491
3482,394-G52LACP12NFG200L,G52LAC-P12NFG2-000L,ODU,https://www.mouser.com/datasheet/2/941/odu_mini_snap_l_k_b_series_catalog-3044119.pdf,5  In Stock,$104.82,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/ODU/G52LAC-P12NFG2-000L?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6UICDpVJ1ssHJJXYL%252Bf48TQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=G52LAC-P12NFG2-000L&utm_content=ODU,IP50,Connectors,Socket (Female),Crimp,491
3483,394-G52LACP08NMM200L,G52LAC-P08NMM2-000L,ODU,https://www.mouser.com/datasheet/2/941/odu_mini_snap_l_k_b_series_catalog-3044119.pdf,5  In Stock,$93.35,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/ODU/G52LAC-P08NMM2-000L?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6oeXznfRXM1Eig1aqHx99ZA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=G52LAC-P08NMM2-000L&utm_content=ODU,IP50,Connectors,Socket (Female),Crimp,491
3484,394-GA2LACP12NFG200L,GA2LAC-P12NFG2-000L,ODU,https://www.mouser.com/datasheet/2/941/odu_mini_snap_l_k_b_series_catalog-3044119.pdf,5  In Stock,$114.49,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/ODU/GA2LAC-P12NFG2-000L?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6e4EWKhq7Ow%252Bds8uYcq%252BjeA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GA2LAC-P12NFG2-000L&utm_content=ODU,IP50,Connectors,Socket (Female),Crimp,491
3485,394-G32KACP12NFG200L,G32KAC-P12NFG2-000L,ODU,https://www.mouser.com/datasheet/2/941/odu_mini_snap_l_k_b_series_catalog-3044119.pdf,5  In Stock,$119.42,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/ODU/G32KAC-P12NFG2-000L?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6LXkW1uA%2Fj0DdYbhuwlj9ow%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=G32KAC-P12NFG2-000L&utm_content=ODU,IP50,Connectors,Socket (Female),Crimp,491
3486,394-GK3LACP16NFH200L,GK3LAC-P16NFH2-000L,ODU,https://www.mouser.com/datasheet/2/941/odu_mini_snap_l_k_b_series_catalog-3044119.pdf,5  In Stock,$128.01,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/ODU/GK3LAC-P16NFH2-000L?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS64tGnp8cVkEu4FLRUll1VPw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GK3LAC-P16NFH2-000L&utm_content=ODU,IP50,Connectors,Socket (Female),Crimp,491
3487,394-G53LACP16NFH200L,G53LAC-P16NFH2-000L,ODU,https://www.mouser.com/datasheet/2/941/odu_mini_snap_l_k_b_series_catalog-3044119.pdf,5  In Stock,$128.01,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/ODU/G53LAC-P16NFH2-000L?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS69JC6OpK9aAIj9C%252Bj5ptINg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=G53LAC-P16NFH2-000L&utm_content=ODU,IP50,Connectors,Socket (Female),Crimp,491
3488,394-G12KACP08NMM200L,G12KAC-P08NMM2-000L,ODU,https://www.mouser.com/datasheet/2/941/odu_mini_snap_l_k_b_series_catalog-3044119.pdf,5  In Stock,$107.95,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/ODU/G12KAC-P08NMM2-000L?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6GMdr%2FkufD1ax3r6aYKQQaA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=G12KAC-P08NMM2-000L&utm_content=ODU,IP50,Connectors,Socket (Female),Crimp,491
3489,394-GA3LACP16NFH200L,GA3LAC-P16NFH2-000L,ODU,https://www.mouser.com/datasheet/2/941/odu_mini_snap_l_k_b_series_catalog-3044119.pdf,5  In Stock,$141.47,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/ODU/GA3LAC-P16NFH2-000L?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6nOFEa%2FwD5XYAX9vhAprMGQ%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=GA3LAC-P16NFH2-000L&utm_content=ODU,IP50,Connectors,Socket (Female),Crimp,491
3490,394-G13KACP16NFH200L,G13KAC-P16NFH2-000L,ODU,https://www.mouser.com/datasheet/2/941/odu_mini_snap_l_k_b_series_catalog-3044119.pdf,5  In Stock,$138.98,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/ODU/G13KAC-P16NFH2-000L?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS68RrTXXElTiZCLpbADNJUlg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=G13KAC-P16NFH2-000L&utm_content=ODU,IP50,Connectors,Socket (Female),Crimp,491
3493,523-MRDBF02L13000,MRDBF02L13000,Amphenol Commercial Products,https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/inputoutput/io_harsh_mrd.pdf,94  In Stock,$13.19,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Commercial-Products/MRDBF02L13000?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6avjWN5ivRSnJtdqG2%2F4wtg%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=MRDBF02L13000&utm_content=Amphenol-Commercial-Products,IP67,Connectors,,Solder,584
3499,523-MRDBG02L13000,MRDBG02L13000,Amphenol Commercial Products,https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/inputoutput/io_harsh_mrd.pdf,66  In Stock,$11.44,RoHS Compliant,New Product,https://www.mouser.com/ProductDetail/Amphenol-Commercial-Products/MRDBG02L13000?qs=sGAEpiMZZMvwyOPDUMfDHyfqBI9DgRS6YLSancsA9pVu7pnXKAWzfA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=MRDBG02L13000&utm_content=Amphenol-Commercial-Products,IP67,Connectors,,Solder,584
3500,965-PLB1G620010,PLB1G620010,ITT Cannon,https://www.mouser.com/datasheet/2/578/ITT-Cannon-PL-Series-Brochure-1549770.pdf,Non-Stocked,$27.33,RoHS Compliant,,https://www.mouser.com/ProductDetail/ITT-Cannon/PLB1G620010?qs=sGAEpiMZZMvwyOPDUMfDH4Atu9nnlqNWH92Hu%252BZD%252BRVg%2FCMzoTTk4w%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=PLB1G620010&utm_content=ITT-Cannon,IP50,Connectors,Socket (Female),Solder,163
3501,965-PLB3G020010,PLB3G020010,ITT Cannon,https://www.mouser.com/datasheet/2/578/ITT-Cannon-PL-Series-Brochure-1549770.pdf,Non-Stocked,$33.48,RoHS Compliant,,https://www.mouser.com/ProductDetail/ITT-Cannon/PLB3G020010?qs=sGAEpiMZZMvwyOPDUMfDH4Atu9nnlqNWiZfm8OXni3iB3m8aTbT8TA%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=PLB3G020010&utm_content=ITT-Cannon,IP50,Connectors,Socket (Female),Solder,163
3502,965-PLB4G020004,PLB4G020004,ITT Cannon,https://www.mouser.com/datasheet/2/578/ITT-Cannon-PL-Series-Brochure-1549770.pdf,Non-Stocked,$17.44,RoHS Compliant,,https://www.mouser.com/ProductDetail/ITT-Cannon/PLB4G020004?qs=sGAEpiMZZMvwyOPDUMfDH4Atu9nnlqNWdZpyJyOGsNiav87pm2oD%2Fw%3D%3D&utm_source=mouser-refine-download&utm_medium=file&utm_campaign=PLB4G020004&utm_content=ITT-Cannon,IP50,Connectors,Socket (Female),Solder,163
